Compound.ID,Batch.Ref,Compound.Alias,Drug.Name,Main.Target,Selectivity,Therapeutic.Group,Library.ID,Supplier
WEHI-1216977,01,SN00737554,Desloratadine,,,antihistaminic,KnownDrugs,Prestwick
WEHI-1216993,01,SN00737576,Lofexidine,alpha2-adrenergic_receptor_agonist,,"treatment_of_opinoid_withdrawal_symptoms,_antihypertensive",KnownDrugs,Prestwick
WEHI-1217022,01,SN00737577,Loracarbef,,,antibiotic,KnownDrugs,Prestwick
WEHI-0002874,05,SN00737578,Loratadine,histamine_H1_receptor_antagonist,,antihistaminic,KnownDrugs,Prestwick
WEHI-0104937,02,SN00737579,Losartan,antagonist_of_angiotensin_type_1,,antihypertensive,KnownDrugs,Prestwick
WEHI-1216994,01,SN00737580,Melengestrol_acetate,,,progestogen,KnownDrugs,Prestwick
WEHI-1215296,03,SN00737581,Mevastatin,_HMG-CoA_reductase_inhibitors,,"_anticholesteremic_agent,_antibiotic",KnownDrugs,Prestwick
WEHI-1216995,01,SN00737582,Misoprostol,prostaglandin_E1_analog_that_inhibits_gastric_acid_secretion,,antiulcerative,KnownDrugs,Prestwick
WEHI-0105096,03,SN00737583,Mitotane,acts_on_adrenal_cortex_to_suppress_activity_and_adrenal_steroid_production,,antineoplastic,KnownDrugs,Prestwick
WEHI-1216996,01,SN00737584,Moxifloxacin,bacterial_topoisomerase_II_(DNA_gyrase)_and_topoisomerase_IV_inhibitor,,antibiotic,KnownDrugs,Prestwick
WEHI-1216997,01,SN00737585,Nicotinamide,,,"antiacne,_vitamin_(enzyme_cofactor)",KnownDrugs,Prestwick
WEHI-1216998,01,SN00737586,Norgestimate,,,progestogen,KnownDrugs,Prestwick
WEHI-1215423,02,SN00737587,Nylidrin,"_sympathomimetic,_beta-adrenergic_agonist",,vasodilator_(peripheral),KnownDrugs,Prestwick
WEHI-1216999,01,SN00737588,Olanzapine,may_involve_antagonism_at_serotonin_receptors,,antipsychotic,KnownDrugs,Prestwick
WEHI-1217000,01,SN00737589,Oxfendazol,,,anthelmintic,KnownDrugs,Prestwick
WEHI-0104781,02,SN00737590,Oxibendazol,,,anthelmintic,KnownDrugs,Prestwick
WEHI-0113414,02,SN00737591,Troglitazone,peroxisome_proliferator-activated_receptors_activator,,antidiabetic,KnownDrugs,Prestwick
WEHI-0104128,02,SN00737592,Mercaptopurine,inhibits_purine_nucleotide_synthesis_and_metabolism,,"antineoplastic,_immonusupressant",KnownDrugs,Prestwick
WEHI-0104545,02,SN00737593,Nicergoline,Alpha_agonist,,Vasodilatator,KnownDrugs,Prestwick
WEHI-0104268,02,SN00737594,Hexachlorophene,,,"antiseptic,_disinfectant,_anthelmintic_(flukicide)",KnownDrugs,Prestwick
WEHI-1216458,01,SN00737595,Estradiol_Valerate,gene_transcription_regulator,,estrogen,KnownDrugs,Prestwick
WEHI-0104711,02,SN00737596,Chloroxine,,,antiseborrheic,KnownDrugs,Prestwick
WEHI-1216915,01,SN00737597,Amcinonide,,,Glucocorticoid,KnownDrugs,Prestwick
WEHI-1216595,01,SN00737598,Penicillamine,,,"antirheumatic,_chelating_agent_(copper),_Wilsons_desease_treatment",KnownDrugs,Prestwick
WEHI-1216920,01,SN00737599,Rifaximin,,,antibacterial,KnownDrugs,Prestwick
WEHI-1216597,01,SN00737600,Triclosan,binds_to_bacterial_enoyl-acyl_carrier_protein_reductase_enzyme,,herbicide,KnownDrugs,Prestwick
WEHI-1214875,02,SN00737601,Cyclophosphamide,Phosphoramide_mustard_(metabolite)_forms_DNA_crosslinks_between_and_within_DNA_strands_at_guanine_N-7_positions,,"antineoplastic,_immunosuppressant",KnownDrugs,Prestwick
WEHI-1216491,01,SN00737602,Valproic_acid,GABA_transaminase_inhibition,,anti-epileptic,KnownDrugs,Prestwick
WEHI-1216336,02,SN00737603,Fludarabine,inhibits_DNA_synthesis_by_interfering_with_ribonucleotide_reductase_and_DNA_polymerase,,phosphate_as_antineoplastic,KnownDrugs,Prestwick
WEHI-1216593,01,SN00737604,Cladribine,inhibits_the_enzyme_adenosine_deaminase,,antineoplactic,KnownDrugs,Prestwick
WEHI-1217009,01,SN00737605,Cortisol_acetate,,,glucocorticoid,KnownDrugs,Prestwick
WEHI-1216578,01,SN00737606,Penciclovir,inhibits_viral_DNA_polymerase,,antiviral,KnownDrugs,Prestwick
WEHI-0103593,03,SN00737607,Amifostine,,,"cytoprtective_agent,_radioprotective_agent",KnownDrugs,Prestwick
WEHI-1217008,01,SN00737608,Pentobarbital,,,"sedative,_hypnotic,anesthetic_(intravenous),_euthanasia",KnownDrugs,Prestwick
WEHI-1215244,02,SN00737609,Lamotrigine,inhibits_voltage-sensitive_sodium_channels,,"anticonvusant,_in_treatment_of_bipolar_depression",KnownDrugs,Prestwick
WEHI-1216362,02,SN00737610,Topiramate,"enhances_GABA-activated_chloride_channels,_inhibits_excitatory_neurotransmission,_through_actions_on_kainate_and_AMPA_receptors",,"anticonvulant,_antimigraine",KnownDrugs,Prestwick
WEHI-1216592,01,SN00737611,Ambrisentan,endothelin_receptor_antagonist,,antihypertensive,KnownDrugs,Prestwick
WEHI-1215269,02,SN00737612,Fomepizole,Alcohol_dehydrogenase_inhibitor,,Antidote_in_methanol_or_ethylene_glycol_poisoning,KnownDrugs,Prestwick
WEHI-1214800,02,SN00737613,Voriconazole,Ergosterol_synthesis_inhibitor,,"Treatment_of_invasive_fungal_infections_(candidiasis,_aspergillosis)",KnownDrugs,Prestwick
WEHI-1216461,01,SN00737614,Fenipentol,"Choleretic,_Increasing_biliary_and_exocrine_pancreatic_secretion",,"Biliary_dyskinesia,_Dyspepsia",KnownDrugs,Prestwick
WEHI-1217012,01,SN00737615,Diosmin,"Prolongs_the_vasoconstrictor_effect_of_norepinephrine,_Reduces_the_expression_of_endothelial_adhesion_molecules_(ICAM1,_VCAM1),",,"Venous_disease,_Hemorrhoidal_disease",KnownDrugs,Prestwick
WEHI-1217015,01,SN00737616,Mizolastine,Blocking_H1_receptors,,"Allergic_rhinitis,_Allergic_conjunctivitis,_Hives",KnownDrugs,Prestwick
WEHI-1217014,01,SN00737617,Acefylline,Adenosine_receptor_antagonist,,"Bronchospasm,_Heart_failure",KnownDrugs,Prestwick
WEHI-1217017,01,SN00737618,Deflazacort,Glucocorticoid,,"Anti-inflammatory,_Immunosuppressant,_Duchenne_Muscular_Dystrophy",KnownDrugs,Prestwick
WEHI-0103832,02,SN00737619,Erythromycin,Ribosomal_protein_synthesis_inhibitor,,"Antibacterial,_Antiinflammatory",KnownDrugs,Prestwick
WEHI-1216913,01,SN00737620,Didanosine,"Transrcriptase_inverse,_inhibitor",,Antiviral,KnownDrugs,Prestwick
WEHI-1216622,01,SN00737621,Josamycin,Ribosomal_protein_synthesis_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-1216609,01,SN00737622,Paclitaxel,Tubuline_inhibitor,,Antineoplastic,KnownDrugs,Prestwick
WEHI-1216621,01,SN00737623,Ivermectin,GABA_ligand,,"Anthelmintic,_Acaricide,_Insecticide",KnownDrugs,Prestwick
WEHI-0104378,02,SN00737624,Sulfathiazole,Inhibitor_of_folic_acid_synthesis,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104114,02,SN00737625,Isoniazid,,,Antibacterial,KnownDrugs,Prestwick
WEHI-0103682,04,SN00737626,Pentylenetetrazole,GABA_antagonist,,CNS_stimulant,KnownDrugs,Prestwick
WEHI-0103465,03,SN00737627,Chlorzoxazone,,,"Muscle_relaxant,_Anticonvulsant",KnownDrugs,Prestwick
WEHI-1216641,01,SN00737628,Ornidazole,Bacterial_DNA_damage,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104621,03,SN00737629,Ethosuximide,Ca++_channel_inhibitor_voltage_dependant,,Anticonvulsant,KnownDrugs,Prestwick
WEHI-0104147,02,SN00737630,Nitrofurantoin,Bacterial_DNA_damage,,Urinary_antiseptic,KnownDrugs,Prestwick
WEHI-0103623,03,SN00737631,Levodopa,Tyrosine_aminotransferase_inhibitor,,Antiparkinsonian,KnownDrugs,Prestwick
WEHI-0104624,02,SN00737632,Tranexamic_acid,Plasminogen_inhibitor,,Hemostatic,KnownDrugs,Prestwick
WEHI-0103666,02,SN00737633,Etofylline,Phosphodiesterase_inhibitor,,"Cardiac_analeptic,_Brochodilatator,_Spasmolytic,Diuretic",KnownDrugs,Prestwick
WEHI-1216685,01,SN00737634,Aceclofenac,Cyclooxygenase_inhibitor,,"Antiinflammatory,_Analgesic",KnownDrugs,Prestwick
WEHI-0104375,02,SN00737635,Sulfamethoxazole,Inhibitor_of_folic_acid_synthesis,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104550,02,SN00737636,Mephenesin,,,"Muscle_relaxant,_Anticonvulsant,_Local_anesthesic",KnownDrugs,Prestwick
WEHI-1216626,01,SN00737637,Idoxuridine,"Nucleic_acid_synthesis_inhibitors,_Antimetabolite",,Antiviral,KnownDrugs,Prestwick
WEHI-0104505,03,SN00737638,Flutamide,Androgenic_receptor_antagonist,,Anticancer,KnownDrugs,Prestwick
WEHI-0104087,02,SN00737639,Ampyrone,,,"Analgesic,_Antipyretic,_Antiinflammatory,Platelet_antiaggregatory",KnownDrugs,Prestwick
WEHI-0104301,02,SN00737640,Methocarbamol,,,Muscle_relaxant,KnownDrugs,Prestwick
WEHI-1216735,01,SN00737641,Aztreonam,Bacterial__transpeptidase_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-1216912,01,SN00737642,Catharanthine,,,,KnownDrugs,Prestwick
WEHI-1191879,02,SN00737643,"Aminopurine,_6-benzyl",Inhibitor_of_respiratory_kinase_in_plants,,,KnownDrugs,Prestwick
WEHI-0103915,03,SN00737644,Captopril,"Angiotensive_converting_enzyme_inhibitor,_Leukotriene_A4_hydrolase,_Protease_inhibitor,_Angiogenesis_inhibitor",,"Antihypertensor,_Vasodilatator",KnownDrugs,Prestwick
WEHI-0103542,03,SN00737645,Tolbutamide,K+_channel_ATP_dependant_inhibitor,,Hypoglycemic,KnownDrugs,Prestwick
WEHI-1215677,03,SN00737646,Thalidomide,,,"Immunosuppressant,_Hypnogenic,_Antileprosy",KnownDrugs,Prestwick
WEHI-0104627,03,SN00737647,Oxolinic_acid,Topoisomerase_II_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104751,04,SN00737648,Nimesulide,Cyclooxygenase_2_inhibitor,,Antiinflammatory,KnownDrugs,Prestwick
WEHI-0104793,04,SN00737649,Pentoxifylline,"Phosphodiesterase_inhibitor,_Synthesis_TNF_alpha_blocker",,Vasodilatator,KnownDrugs,Prestwick
WEHI-0103715,04,SN00737650,Salbutamol,Beta_adrenergic_agonist,,"Bronchodilatator,_Tocolytic",KnownDrugs,Prestwick
WEHI-0036873,03,SN00737651,Allantoin,Precipitate_proteins,,"Vulnerary,_Antipsoriatic",KnownDrugs,Prestwick
WEHI-1216624,01,SN00737652,Minoxidil,K+_channel_activator,,"Antihypertensor,_Antialopecia_agent,_Vasodilatator",KnownDrugs,Prestwick
WEHI-0103509,04,SN00737653,"Camptothecine_(S,+)",Topoisomerase_I_inhibitor,,Antitumor_agent,KnownDrugs,Prestwick
WEHI-1216606,01,SN00737654,"Tiratricol,_3,3',5-triiodothyroacetic_acid",,,"Hypocholesterolemic_drug,_Antithyroidic_hormone",KnownDrugs,Prestwick
WEHI-0042230,03,SN00737655,Flufenamic_acid,Cyclooxygenase_inhibitor,,"Analgesic,_Antiinflammatory,_Antipyretic",KnownDrugs,Prestwick
WEHI-0103522,02,SN00737656,Flumequine,Topoisomerase_II_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104591,02,SN00737657,Tolfenamic_acid,Cyclooxygenase_inhibitor,,"Antiinflammatory,_Analgesic",KnownDrugs,Prestwick
WEHI-0043016,04,SN00737658,Trimethoprim,Folic_acid_antagonist,,"Antibacterial,_Antimalarial",KnownDrugs,Prestwick
WEHI-0104552,03,SN00737659,Sulfaphenazole,Inhibitor_of_folic_acid_synthesis,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104517,02,SN00737660,Fenbendazole,Microtubule_formation_inhibitor,,Antihelmintic,KnownDrugs,Prestwick
WEHI-0104329,04,SN00737661,Piroxicam,Cyclooxygenase_inhibitor,,Antiinflammatory,KnownDrugs,Prestwick
WEHI-0104257,02,SN00737662,Gemfibrozil,,,Antihyperlipoproteinemic,KnownDrugs,Prestwick
WEHI-0104529,02,SN00737663,Mebendazole,"Glucose_transport_inhibitor_?,_Microtubule_inhibitor",,"Parasite_suppressor,_Antihelminthic",KnownDrugs,Prestwick
WEHI-0104514,02,SN00737664,Fenbufen,Cyclooxygenase_inhibitor,,Antiinflammatory,KnownDrugs,Prestwick
WEHI-0104603,03,SN00737665,Ketoprofen,Cyclooxygenase_inhibitor,,"Antiinflammatory,_Analgesic",KnownDrugs,Prestwick
WEHI-1216628,01,SN00737666,Panthenol_(D),,,Vitamin,KnownDrugs,Prestwick
WEHI-0104281,02,SN00737667,Indapamide,Na+_Cl-_uptake_inhibitor,,"Antihypertensor,_Diuretic",KnownDrugs,Prestwick
WEHI-0104154,02,SN00737668,Norfloxacin,Topoisomerase_II_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-1216738,01,SN00737669,Antimycin_A,Inhibitor_of_mitochondrial_electron_transport,,"Antifungal,_Antibacterial",KnownDrugs,Prestwick
WEHI-0044487,03,SN00737670,Nifenazone,Cyclooxygenase_inhibitor,,"Analgesic,_Antipyretic",KnownDrugs,Prestwick
WEHI-0104182,02,SN00737671,Griseofulvin,Enzymatic_inductor,,"Antifungal,_Antibacterial,_Antiinflammatory",KnownDrugs,Prestwick
WEHI-0104041,04,SN00737672,Tropicamide,Muscarinic_antagonist,,Mydriatic,KnownDrugs,Prestwick
WEHI-0104371,02,SN00737673,Sulfadiazine,Inhibitor_of_folic_acid_synthesis,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104512,03,SN00737674,Etodolac,Cyclooxygenase_inhibitor,,"Antiinflammatory,_Analgesic,_Antipyretic,Platelet_antiagregator",KnownDrugs,Prestwick
WEHI-1216562,01,SN00737675,Hyoscyamine_(L),Cholinergic,,"Antispasmodic,_Oculary_antiinflammatory",KnownDrugs,Prestwick
WEHI-1216723,01,SN00737676,Chlorphensin_carbamate,,,Muscle_relaxant,KnownDrugs,Prestwick
WEHI-0048888,04,SN00737677,Ofloxacin,Topoisomerase_II_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-1216724,01,SN00737678,Norethynodrel,,,Progestogen,KnownDrugs,Prestwick
WEHI-0104536,03,SN00737679,Proglumide,Gastrin_inhibitor,,Antiulcerative,KnownDrugs,Prestwick
WEHI-0105023,02,SN00737680,Bufexamac,,,"Antiinflammatory,_Analgesic,_Antipyretic",KnownDrugs,Prestwick
WEHI-0103413,03,SN00737681,"Glutethimide,_para-amino","Aromatase_inhibitor,_Steroidogenese_inhibitor,_Triiodothyronine_synthesis_inhibitor,Tyrosine_synthesis_inhibitor,_Inhibitor_of_cytochrome_P-450",,"Antineoplasic,_Anticonvulsant",KnownDrugs,Prestwick
WEHI-0103512,02,SN00737682,"Dropropizine_(R,S)",,,Antitussive,KnownDrugs,Prestwick
WEHI-0103679,02,SN00737683,Pinacidil,K+_channel_Ca++_dependant_activator,,"Vasodilatator,_Antihypertensor",KnownDrugs,Prestwick
WEHI-0104816,02,SN00737684,Albendazole,,,Antiparasitic,KnownDrugs,Prestwick
WEHI-0104708,02,SN00737685,Thiamphenicol,Ribosomal_protein_synthesis_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-0103459,03,SN00737686,Chlorothiazide,"Weak_carbonic_anhydrase_inhibitor,_Na+_Cl-_transport_inhibitor",,"Diuretic,_Antihypertensor",KnownDrugs,Prestwick
WEHI-1216655,01,SN00737687,Norethindrone,,,Progestogen,KnownDrugs,Prestwick
WEHI-0104615,03,SN00737688,Niflumic_acid,Prostaglandine_synthesis_inhibitor,,"Analgesic,_Antiinflammatory,_Antipyretic",KnownDrugs,Prestwick
WEHI-1215558,02,SN00737689,Isotretinoin,,,"Cystic_acne,_Keratolytic",KnownDrugs,Prestwick
WEHI-0105004,04,SN00737690,Retinoic_acid,,,Keratolytic,KnownDrugs,Prestwick
WEHI-0104104,02,SN00737691,Ethacrynic_acid,Na+_Cl-_uptake_inhibitor,,Diuretic,KnownDrugs,Prestwick
WEHI-1216478,01,SN00737692,Cimetidine,"H2_antagonist,_Imidazoline_agonist",,Antiulcer,KnownDrugs,Prestwick
WEHI-0104331,04,SN00737693,Praziquantel,Modulates_cell_membrane_permeability,,Anthelmintic,KnownDrugs,Prestwick
WEHI-1216653,01,SN00737694,Ethisterone,,,Progestogen,KnownDrugs,Prestwick
WEHI-0104221,02,SN00737695,Dimenhydrinate,"H1_antogonist,_Anticholinergic",,"Antihistaminic,_Antiemetic,_Sedative",KnownDrugs,Prestwick
WEHI-1215007,03,SN00737696,Disopyramide,Na+_channel_blocker,,Antiarrhythmic,KnownDrugs,Prestwick
WEHI-0104610,03,SN00737697,Clotrimazole,Specific_inhibitor_of_Ca2+_activated_K+_channels,,"Antibacterial,_Antifungal",KnownDrugs,Prestwick
WEHI-1215709,03,SN00737698,Vinpocetine,Phosphodiesterase_inhibitor,,Nootropic_drug,KnownDrugs,Prestwick
WEHI-1216613,01,SN00737699,Vincamine,,,"Cerebral_antianoxic,_Vasodilatator,_Cerebral_vasodilatator",KnownDrugs,Prestwick
WEHI-0104282,05,SN00737700,Indomethacin,Cyclooxygenase_inhibitor,,"Antiinflammatory,_Antipyretic,_Analgesic",KnownDrugs,Prestwick
WEHI-1214877,02,SN00737701,Cortisone,,,"Antiinflammatory,_Glucocorticoid",KnownDrugs,Prestwick
WEHI-1216599,01,SN00737702,Prednisolone,,,Glucocorticoid,KnownDrugs,Prestwick
WEHI-0104515,03,SN00737703,Fenofibrate,Lipoprotein_lipase_activator,,"Hypolipidemiant,_Hypocholesterolemic_drug,_Hypotriglyceridemic_drug,Uricosuric",KnownDrugs,Prestwick
WEHI-0104607,03,SN00737704,Bumetanide,"Vascular_cyclooxygenase_activator,_Inhibitor_of_Na+_and_K+_cotransport",,Diuretic,KnownDrugs,Prestwick
WEHI-1214931,02,SN00737705,Cinnarizine,H1_antagonist,,"Antihistaminic,_Vasodilatator,_Sedative,Antiemetic,_Antivertigo",KnownDrugs,Prestwick
WEHI-1216649,01,SN00737706,"Methylprednisolone,_6-alpha",,,Glucocorticoid,KnownDrugs,Prestwick
WEHI-1216656,01,SN00737707,Fludrocortisone_acetate,,,Mineralocorticoid,KnownDrugs,Prestwick
WEHI-1216636,01,SN00737708,Chenodiol,Detergent,,Anticholelithogenic,KnownDrugs,Prestwick
WEHI-0104561,04,SN00737709,Spiperone,D2_antagonist,,Antipsychotic,KnownDrugs,Prestwick
WEHI-0103422,02,SN00737710,Antipyrine,,,"Analgesic,_Antipyretic,_Antiinflammatory",KnownDrugs,Prestwick
WEHI-0104379,02,SN00737711,Sulfinpyrazone,,,"Uricosuric,_Antithrombotic",KnownDrugs,Prestwick
WEHI-0103766,02,SN00737712,Acemetacin,Cyclooxygenase_inhibitor,,Antiinflammatory,KnownDrugs,Prestwick
WEHI-1215337,03,SN00737713,Mifepristone,"Progesterone_receptor_antagonist,_Progesterone_receptor_partial_agonist",,Abortifacient,KnownDrugs,Prestwick
WEHI-0103402,03,SN00737714,Acetazolamide,Carbonic_anhydrase_inhibitor,,"Diuretic,_Anticonvulsant,_Antiglaucoma_drug",KnownDrugs,Prestwick
WEHI-1216560,01,SN00737715,"Antipyrine,_4-hydroxy",,,Antipyrine_metabolite,KnownDrugs,Prestwick
WEHI-0103541,04,SN00737716,Pimozide,Dopamine_antagonist_?,,Antipsychotic,KnownDrugs,Prestwick
WEHI-1216475,01,SN00737717,Chloramphenicol,Ribosomal_peptidyltransferase_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-0103572,04,SN00737718,Glibenclamide,ATP-dependent_K+_channel_inhibitor,,Antidiabetic,KnownDrugs,Prestwick
WEHI-1216535,01,SN00737719,Epirizole,,,"Analgesic,_Antipyretic,_Antiinflammatory",KnownDrugs,Prestwick
WEHI-0103463,03,SN00737720,Chlorpropamide,"Glucagon_secretogen,_Somatostatin_secretogen,",,Antidiabetic,KnownDrugs,Prestwick
WEHI-0103552,02,SN00737721,Ascorbic_acid,,,"Vitamin,_Anti-oxidant,_Hemostatic,Psychostimulant",KnownDrugs,Prestwick
WEHI-0104136,04,SN00737722,"Methyldopa_(L,-)",L-aromatic_aminoacid_decarboxylase_inhibitor,,Antihypertensor,KnownDrugs,Prestwick
WEHI-0104945,02,SN00737723,Zoxazolamine,Uric_acid_uptake_inhibitor,,"Muscle_relaxant,_Uricosuric",KnownDrugs,Prestwick
WEHI-0104102,02,SN00737724,Diprophylline,Phosphodiesterase_inhibitor,,"Cardiac_analeptic,_Respiratory_analeptic,_Spamolytic,_Diuretic,_Bronchodilatator",KnownDrugs,Prestwick
WEHI-0104798,02,SN00737725,Practolol,Beta_antagonist,,Antihypertensor,KnownDrugs,Prestwick
WEHI-0104689,03,SN00737726,"Zidovudine,_AZT",Transcriptase_reverse_inhibitor,,"Antiviral,_Antiretroviral",KnownDrugs,Prestwick
WEHI-0104380,04,SN00737727,Sulfisoxazole,"Inhibitor_of_folic_acid_biosynthesis,_ETa_endothelin_receptor_antagonist",,Antibacterial,KnownDrugs,Prestwick
WEHI-1215693,02,SN00737728,Zaprinast,"cGMP_phosphodiesterase_inhibitor,_Phosphodiesterase_5_inhibitor",,Erectogen,KnownDrugs,Prestwick
WEHI-0103614,04,SN00737729,Chlormezanone,,,Skeletal_muscle_relaxant,KnownDrugs,Prestwick
WEHI-1215300,02,SN00737730,N6-methyladenosine,Antimetabolite,,Anticancer,KnownDrugs,Prestwick
WEHI-0104023,04,SN00737731,Triamterene,Non_competitive_aldosterone_antagonist,,"Diuretic,_Antihypertensor",KnownDrugs,Prestwick
WEHI-0103681,04,SN00737732,Domperidone,Dopamine_Antagonists,,Antiemetic,KnownDrugs,Prestwick
WEHI-0104254,02,SN00737733,Furosemide,"Na+_Cl-_uptake_inhibitor,_Carbonic_anhydrase_inhibitor",,"Diuretic,_Antihypertensor,_Bronchodilatator",KnownDrugs,Prestwick
WEHI-1216610,01,SN00737734,Thioguanosine,Antimetabolite,,Anticancer,KnownDrugs,Prestwick
WEHI-0104198,04,SN00737735,Dapsone,Folic_acid_antagonist,,"Antiinflammatory,_Antileprous,_Antibacterial",KnownDrugs,Prestwick
WEHI-0000199,05,SN00737736,Clozapine,"5-HT_antagonist,_Dopamine_antagonist,_GABA_ligand",,Antipsychotic,KnownDrugs,Prestwick
WEHI-0103464,02,SN00737737,Chlorthalidone,"Na+_uptake_inhibitor,_Carbonic_anhydrase_inhibitor",,"Diuretic,_Antihypertensor",KnownDrugs,Prestwick
WEHI-1215357,02,SN00737738,Moclobemide,"Mono_amine_oxidase,_inhibitor_(Type_A)",,Antidepressant,KnownDrugs,Prestwick
WEHI-1216678,01,SN00737739,Clopamide,Gonad_stimuling_agent,,"Antihypertensor,_Diuretic",KnownDrugs,Prestwick
WEHI-0104753,02,SN00737740,Hycanthone,DNA_intercaling_agent,,Anthelmintic,KnownDrugs,Prestwick
WEHI-1216669,01,SN00737741,Amoxicillin,Bacterial__transpeptidase_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-1216644,01,SN00737742,Troleandomycin,Ribosomal_protein_synthesis_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-0104510,02,SN00737743,Droperidol,"Alpha_adrenergic_antagonist,_5-HT_antagonist,_Dopamine_antagonist",,Antipsychotic,KnownDrugs,Prestwick
WEHI-1216667,01,SN00737744,Betamethasone,,,Glucocorticoid,KnownDrugs,Prestwick
WEHI-0104185,03,SN00737745,Colchicine,Tubulin_polymerisation_inhibitor,,"Antiinflammatory,_Antimitotic,_Antifibrogenic",KnownDrugs,Prestwick
WEHI-1215271,03,SN00737746,Metergoline,"5-HT1_antagonist,_D2_agonist,_5-HT2_antagonist",,Antiprolactin,KnownDrugs,Prestwick
WEHI-1216781,01,SN00737747,Brinzolamide,Carbonic_anhydrase_inhibitor,,Antiglaucoma_drug,KnownDrugs,Prestwick
WEHI-0104917,02,SN00737748,Meloxicam,Cyclooxygenase_inhibitor,,Anti-inflammatory,KnownDrugs,Prestwick
WEHI-0104354,04,SN00737749,Pyrimethamine,Folic_acid_antagonist,,"Antiprotozoal,_Antimalarial",KnownDrugs,Prestwick
WEHI-1216668,01,SN00737750,Benzbromarone,Uric_acid_transport_inhibitor,,"Coronarodilatator,_Spasmolytic,_Uricosuric",KnownDrugs,Prestwick
WEHI-1208627,02,SN00737751,"Amethopterin_(R,S)",Dehydrofolate_reductase_inhibitor,,"Antineoplastic,_Antirheumatoid_drug,_Immunosuppressant,Antiinflammatory,_Antifolic,_Antimetabolic",KnownDrugs,Prestwick
WEHI-1216661,01,SN00737752,Clofazimine,,,"Antileprosy,_Antiinflammatory,_Antibacterial",KnownDrugs,Prestwick
WEHI-0104716,03,SN00737753,Bezafibrate,Lipoprotein_lipase_activator,,Antihyperlipoproteinemic,KnownDrugs,Prestwick
WEHI-1216666,01,SN00737754,Lidoflazine,Ca++_channel_activator,,Coronary_vasodilatator,KnownDrugs,Prestwick
WEHI-0104528,02,SN00737755,Probucol,,,"Antihyperlipoproteinemic,_Anticholesteremic",KnownDrugs,Prestwick
WEHI-1215227,03,SN00737756,Ketoconazole,"Cytochrome_P450c17_inhibitor,_Sterol_14-demethylase_inhibitor",,Antifungal,KnownDrugs,Prestwick
WEHI-0104215,02,SN00737757,Diflunisal,Cyclooxygenase_inhibitor,,"Antiinflammatory,_Analgesic,_Antipyretic,Uricosuric",KnownDrugs,Prestwick
WEHI-1216537,01,SN00737758,Etoposide,"Topoisomerase_II_inhibitor,_Kinase_inhibitor",,"Antineoplastic,_Antimitotic",KnownDrugs,Prestwick
WEHI-0103646,03,SN00737759,Niclosamide,Helmintic_DNA_damage,,Anthelmintic,KnownDrugs,Prestwick
WEHI-1216557,01,SN00737760,Hesperidin,,,"Anticancer,_Antihemorroidic,_Anti-oxidant",KnownDrugs,Prestwick
WEHI-1216604,01,SN00737761,Testosterone_propionate,,,Androgen,KnownDrugs,Prestwick
WEHI-0104395,02,SN00737762,Thyroxine_(L),Thyroid_hormone,,"Hypocholesterolemic_drug,_Hypolipidemic",KnownDrugs,Prestwick
WEHI-1216673,01,SN00737763,Pepstatin_A,Aspartic_proteases_irreversible_inhibitor,,"Antiviral,_Anti_HIV",KnownDrugs,Prestwick
WEHI-1216672,01,SN00737764,Amphotericin_B,Ergosterol_ligand,,"Antibacterial,_Antifungal",KnownDrugs,Prestwick
WEHI-1216662,01,SN00737765,Androsterone,,,Antihypertensor,KnownDrugs,Prestwick
WEHI-1216905,01,SN00737766,Carbarsone,,,Antiamebic,KnownDrugs,Prestwick
WEHI-1216472,01,SN00737767,Biotin,,,Vitamin_H,KnownDrugs,Prestwick
WEHI-0103435,02,SN00737768,Bisacodyl,Na+_uptake_inhibitor,,"Cathartic,_Laxative",KnownDrugs,Prestwick
WEHI-1216736,01,SN00737769,Suloctidil,,,"Vasodilatator,_Platelet_antiaggregant,_Hypocholesterolemic_drug,_Hypolipidemic",KnownDrugs,Prestwick
WEHI-0103443,02,SN00737770,Carisoprodol,,,"Muscle_relaxant,_Analgesic,_Antipyretic,_Tranquillizer",KnownDrugs,Prestwick
WEHI-1216670,01,SN00737771,"Cephalosporanic_acid,_7-amino",Bacterial__transpeptidase_inhibitor,,Antibacterial,KnownDrugs,Prestwick
WEHI-1216692,01,SN00737772,Cisapride,5-HT_antagonist,,Peristaltic_stimulant,KnownDrugs,Prestwick
